ticker,doc_url,doc_title,doc_name
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 4/FPT_Baocaotaichinh_Q4_2018_Congtyme.pdf,BCTC Công ty mẹ quý 4 năm 2018 ,Báo cáo tài chính Công ty mẹ quý 4 năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 3/FPT_Baocaotaichinh_Q3_2018_Congtyme.pdf,BCTC Công ty mẹ quý 3 năm 2018 ,Báo cáo tài chính Công ty mẹ quý 3 năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 3/FPT_Baocaotaichinh_Q3_2018_Hopnhat.pdf,BCTC Hợp nhất quý 3 năm 2018 ,Báo cáo tài chính Hợp nhất quý 3 năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 2/FPT_Baocaotaichinh_6T_2018_Soatxet_Hopnhat.pdf,BCTC Hợp nhất Soát xét 6 tháng đầu năm 2018 ,Báo cáo tài chính Hợp nhất Soát xét 6 tháng đầu năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 2/FPT_Baocaotaichinh_6T_2018_Soatxet_Congtyme.pdf,BCTC Công ty mẹ Soát xét 6 tháng đầu năm 2018 ,Báo cáo tài chính Công ty mẹ Soát xét 6 tháng đầu năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 2/FPT_Baocaotaichinh_Q2_2018_Congtyme.pdf,BCTC Công ty mẹ quý 2 năm 2018 ,Báo cáo tài chính Công ty mẹ quý 2 năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 2/FPT_Baocaotaichinh_Q2_2018_Hopnhat.pdf,BCTC Hợp nhất quý 2 năm 2018 ,Báo cáo tài chính Hợp nhất quý 2 năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 1/FPT_Baocaotaichinh_Q1_2018_Congtyme.pdf,BCTC Công ty mẹ quý 1 năm 2018 ,Báo cáo tài chính Công ty mẹ quý 1 năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 1/FPT_Baocaotaichinh_Q1_2018_Hopnhat.pdf,BCTC Hợp nhất quý 1 năm 2018 ,Báo cáo tài chính Hợp nhất quý 1 năm 2018 
FPT,http://static2.vietstock.vn/data/HOSE/2017/BCTC/VN/NAM/FPT_Baocaotaichinh_2017_Kiemtoan_Hopnhat.pdf,BCTC Hợp nhất Kiểm toán năm 2017 ,Báo cáo tài chính Hợp nhất Kiểm toán năm 2017 
