ticker,doc_url,doc_title,doc_name
HDB,http://static2.vietstock.vn/data/HOSE/2019/BCTC/VN/QUY 1/HDB_Baocaotaichinh_Q1_2019_Congtyme.pdf,BCTC Công ty mẹ quý 1 năm 2019 ,Báo cáo tài chính Công ty mẹ quý 1 năm 2019 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/NAM/HDB_Baocaotaichinh_2018_Kiemtoan_Congtyme.pdf,BCTC Công ty mẹ Kiểm toán năm 2018 ,Báo cáo tài chính Công ty mẹ Kiểm toán năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/NAM/HDB_Baocaotaichinh_2018_Kiemtoan_Hopnhat.pdf,BCTC Hợp nhất Kiểm toán năm 2018 ,Báo cáo tài chính Hợp nhất Kiểm toán năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 4/HDB_Baocaotaichinh_Q4_2018_Hopnhat.pdf,BCTC Hợp nhất quý 4 năm 2018 ,Báo cáo tài chính Hợp nhất quý 4 năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 4/HDB_Baocaotaichinh_Q4_2018_Congtyme.pdf,BCTC Công ty mẹ quý 4 năm 2018 ,Báo cáo tài chính Công ty mẹ quý 4 năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 3/HDB_LCTT_Q3_2018_Congtyme_DieuChinh.pdf,LCTT Công ty mẹ quý 3 năm 2018 (điều chỉnh),Lưu chuyển tiền tệ Công ty mẹ quý 3 năm 2018 (điều chỉnh)
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 3/HDB_LCTT_Q3_2018_Hopnhat_DieuChinh.pdf,LCTT Hợp nhất quý 3 năm 2018 (điều chỉnh),Lưu chuyển tiền tệ Hợp nhất quý 3 năm 2018 (điều chỉnh)
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 3/HDB_Baocaotaichinh_Q3_2018_Hopnhat.pdf,BCTC Hợp nhất quý 3 năm 2018 ,Báo cáo tài chính Hợp nhất quý 3 năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 3/HDB_Baocaotaichinh_Q3_2018_Congtyme.pdf,BCTC Công ty mẹ quý 3 năm 2018 ,Báo cáo tài chính Công ty mẹ quý 3 năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 2/HDB_Baocaotaichinh_6T_2018_Soatxet_Congtyme.pdf,BCTC Công ty mẹ Soát xét 6 tháng đầu năm 2018 ,Báo cáo tài chính Công ty mẹ Soát xét 6 tháng đầu năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 2/HDB_Baocaotaichinh_6T_2018_Soatxet_Hopnhat.pdf,BCTC Hợp nhất Soát xét 6 tháng đầu năm 2018 ,Báo cáo tài chính Hợp nhất Soát xét 6 tháng đầu năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 2/HDB_Baocaotaichinh_Q2_2018_Hopnhat.PDF,BCTC Hợp nhất quý 2 năm 2018 ,Báo cáo tài chính Hợp nhất quý 2 năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 2/HDB_Baocaotaichinh_Q2_2018_Congtyme.PDF,BCTC Công ty mẹ quý 2 năm 2018 ,Báo cáo tài chính Công ty mẹ quý 2 năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 1/HDB_Baocaotaichinh_Q1_2018_Congtyme.PDF,BCTC Công ty mẹ quý 1 năm 2018 ,Báo cáo tài chính Công ty mẹ quý 1 năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2018/BCTC/VN/QUY 1/HDB_Baocaotaichinh_Q1_2018_Hopnhat.PDF,BCTC Hợp nhất quý 1 năm 2018 ,Báo cáo tài chính Hợp nhất quý 1 năm 2018 
HDB,http://static2.vietstock.vn/data/HOSE/2017/BCTC/VN/NAM/HDB_Baocaotaichinh_2017_Kiemtoan_Congtyme.PDF,BCTC Công ty mẹ Kiểm toán năm 2017 ,Báo cáo tài chính Công ty mẹ Kiểm toán năm 2017 
HDB,http://static2.vietstock.vn/data/HOSE/2017/BCTC/VN/NAM/HDB_Baocaotaichinh_2017_Kiemtoan_Hopnhat.PDF,BCTC Hợp nhất Kiểm toán năm 2017 ,Báo cáo tài chính Hợp nhất Kiểm toán năm 2017 
HDB,http://static2.vietstock.vn/data/HOSE/2017/BCTC/VN/QUY 4/HDB_Baocaotaichinh_Q4_2017_Congtyme.pdf,BCTC Công ty mẹ quý 4 năm 2017 ,Báo cáo tài chính Công ty mẹ quý 4 năm 2017 
HDB,http://static2.vietstock.vn/data/HOSE/2017/BCTC/VN/QUY 4/HDB_Baocaotaichinh_Q4_2017_Hopnhat.pdf,BCTC Hợp nhất quý 4 năm 2017 ,Báo cáo tài chính Hợp nhất quý 4 năm 2017 
